id	name	namespace	parents	level
GO:0009811	stilbene biosynthetic process	biological_process	GO:0009699,GO:0009810,GO:1900674	6
GO:0009812	flavonoid metabolic process	biological_process	GO:0071704	4
GO:0009813	flavonoid biosynthetic process	biological_process	GO:0009812,GO:1901576	5
GO:0009814	defense response, incompatible interaction	biological_process	GO:0045087,GO:0098542	5
GO:0009816	defense response to bacterium, incompatible interaction	biological_process	GO:0009814,GO:0042742	6
GO:0009817	defense response to fungus, incompatible interaction	biological_process	GO:0009814,GO:0050832	6
GO:0009818	defense response to protozoan, incompatible interaction	biological_process	GO:0009814,GO:0042832	6
GO:0009819	drought recovery	biological_process	GO:0009414	5
GO:0009820	alkaloid metabolic process	biological_process	GO:1901564	5
GO:0009821	alkaloid biosynthetic process	biological_process	GO:0009820,GO:0044271,GO:1901566	6
GO:0009822	alkaloid catabolic process	biological_process	GO:0009820,GO:0044270,GO:1901565	5
GO:0009823	cytokinin catabolic process	biological_process	GO:0009690,GO:0042447	5
GO:0009825	multidimensional cell growth	biological_process	GO:0016049	4
GO:0009826	unidimensional cell growth	biological_process	GO:0000902,GO:0016049,GO:0060560	4
GO:0009827	plant-type cell wall modification	biological_process	GO:0009664,GO:0042545	6
GO:0009828	plant-type cell wall loosening	biological_process	GO:0009827	7
GO:0009829	cell wall modification involved in fruit ripening	biological_process	GO:0009827,GO:0022412	5
GO:0009830	cell wall modification involved in abscission	biological_process	GO:0009827,GO:0044277	6
GO:0009831	plant-type cell wall modification involved in multidimensional cell growth	biological_process	GO:0009827,GO:0042547	7
GO:0009832	plant-type cell wall biogenesis	biological_process	GO:0042546,GO:0071669	5
GO:0009833	plant-type primary cell wall biogenesis	biological_process	GO:0009832,GO:1903047	5
GO:0009834	plant-type secondary cell wall biogenesis	biological_process	GO:0009832	6
GO:0009835	fruit ripening	biological_process	GO:0007568,GO:0044702,GO:0071695	4
GO:0009836	fruit ripening, climacteric	biological_process	GO:0009835	5
GO:0009837	fruit ripening, non-climacteric	biological_process	GO:0009835	5
GO:0009838	abscission	biological_process	GO:0032502	3
GO:0009844	obsolete germination	biological_process		NA
GO:0009845	seed germination	biological_process	GO:0044707	4
GO:0009846	pollen germination	biological_process	GO:0044707	4
GO:0009847	spore germination	biological_process	GO:0032502	3
GO:0009848	indoleacetic acid biosynthetic process via tryptophan	biological_process	GO:0006568,GO:0009684	7
GO:0009849	tryptophan-independent indoleacetic acid biosynthetic process	biological_process	GO:0009684	7
GO:0009850	auxin metabolic process	biological_process	GO:0042445,GO:0044237	4
GO:0009851	auxin biosynthetic process	biological_process	GO:0009850,GO:0042446,GO:0044249	5
GO:0009852	auxin catabolic process	biological_process	GO:0009850,GO:0042447	5
GO:0009853	photorespiration	biological_process	GO:0043094	6
GO:0009854	oxidative photosynthetic carbon pathway	biological_process	GO:0043094	6
GO:0009855	determination of bilateral symmetry	biological_process	GO:0009799	6
GO:0009856	pollination	biological_process	GO:0044703,GO:0044706	4
GO:0009858	obsolete compatible pollen-pistil interaction	biological_process		NA
GO:0009859	pollen hydration	biological_process	GO:0006833	6
GO:0009860	pollen tube growth	biological_process	GO:0000904,GO:0003006,GO:0009932,GO:0044702,GO:0048588	4
GO:0009861	jasmonic acid and ethylene-dependent systemic resistance	biological_process	GO:0009611,GO:0009814	5
GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway	biological_process	GO:0009863	7
GO:0009863	salicylic acid mediated signaling pathway	biological_process	GO:0007165	6
GO:0009864	induced systemic resistance, jasmonic acid mediated signaling pathway	biological_process	GO:0002218,GO:0002252,GO:0009867	4
GO:0009865	pollen tube adhesion	biological_process	GO:0098609,GO:0098740	4
GO:0009866	induced systemic resistance, ethylene mediated signaling pathway	biological_process	GO:0002218,GO:0002252,GO:0009873	4
GO:0009867	jasmonic acid mediated signaling pathway	biological_process	GO:0009755	5
GO:0009868	jasmonic acid and ethylene-dependent systemic resistance, jasmonic acid mediated signaling pathway	biological_process	GO:0009867	6
GO:0009869	obsolete incompatible pollen-pistil interaction	biological_process		NA
GO:0009870	defense response signaling pathway, resistance gene-dependent	biological_process	GO:0002218,GO:0007165	5
GO:0009871	jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway	biological_process	GO:0009873	6
GO:0009872	obsolete gametophytic self-incompatibility	biological_process		NA
GO:0009873	ethylene-activated signaling pathway	biological_process	GO:0000160,GO:0009755	5
GO:0009874	obsolete sporophytic self-incompatibility	biological_process		NA
GO:0009875	pollen-pistil interaction	biological_process	GO:0007154	5
GO:0009876	pollen adhesion	biological_process	GO:0016337,GO:0044763	4
GO:0009877	nodulation	biological_process	GO:0044403	5
GO:0009878	nodule morphogenesis	biological_process	GO:0009886,GO:0044111	4
GO:0009879	determination of radial symmetry	biological_process	GO:0009799	6
GO:0009880	embryonic pattern specification	biological_process	GO:0007389	5
GO:0009886	post-embryonic morphogenesis	biological_process	GO:0009653	4
GO:0009887	organ morphogenesis	biological_process	GO:0009653,GO:0044767	4
GO:0009888	tissue development	biological_process	GO:0048856	4
GO:0009889	regulation of biosynthetic process	biological_process	GO:0019222	5
GO:0009890	negative regulation of biosynthetic process	biological_process	GO:0009889,GO:0009892	6
GO:0009891	positive regulation of biosynthetic process	biological_process	GO:0009889,GO:0009893	6
GO:0009892	negative regulation of metabolic process	biological_process	GO:0019222,GO:0048519	5
GO:0009893	positive regulation of metabolic process	biological_process	GO:0019222,GO:0048518	5
GO:0009894	regulation of catabolic process	biological_process	GO:0019222	5
GO:0009895	negative regulation of catabolic process	biological_process	GO:0009892,GO:0009894	6
GO:0009896	positive regulation of catabolic process	biological_process	GO:0009893,GO:0009894	6
GO:0009900	dehiscence	biological_process	GO:0044702,GO:0048609	4
GO:0009901	anther dehiscence	biological_process	GO:0009900	5
GO:0009902	chloroplast relocation	biological_process	GO:0009658,GO:0019750,GO:0051667	6
GO:0009903	chloroplast avoidance movement	biological_process	GO:0009902	7
GO:0009904	chloroplast accumulation movement	biological_process	GO:0009902	7
GO:0009906	response to photoperiod, blue light	biological_process	GO:0009637,GO:0009648	7
GO:0009907	response to photoperiod, red light	biological_process	GO:0009648,GO:0010114	7
GO:0009908	flower development	biological_process	GO:0090567	5
GO:0009909	regulation of flower development	biological_process	GO:0048580,GO:0048831,GO:2000241	5
GO:0009910	negative regulation of flower development	biological_process	GO:0009909,GO:0048581,GO:2000242	6
GO:0009911	positive regulation of flower development	biological_process	GO:0009909,GO:0048582,GO:2000243	6
GO:0009912	auditory receptor cell fate commitment	biological_process	GO:0060120,GO:0072148	6
GO:0009913	epidermal cell differentiation	biological_process	GO:0030855	6
GO:0009914	hormone transport	biological_process	GO:0010817,GO:0044765	3
GO:0009915	phloem sucrose loading	biological_process	GO:0010233,GO:0015770	6
GO:0009919	obsolete cytokinesis (sensu Viridiplantae)	biological_process		NA
GO:0009920	cell plate formation involved in plant-type cell wall biogenesis	biological_process	GO:0000919	6
GO:0009926	auxin polar transport	biological_process	GO:0060918	5
GO:0009932	cell tip growth	biological_process	GO:0009826	5
GO:0009933	meristem structural organization	biological_process	GO:0048532	5
GO:0009934	regulation of meristem structural organization	biological_process	GO:0022603,GO:0048509	6
GO:0009935	obsolete nutrient import	biological_process		NA
GO:0009937	regulation of gibberellic acid mediated signaling pathway	biological_process	GO:0009966	6
GO:0009938	negative regulation of gibberellic acid mediated signaling pathway	biological_process	GO:0009937,GO:0009968	7
GO:0009939	positive regulation of gibberellic acid mediated signaling pathway	biological_process	GO:0009937,GO:0009967	7
GO:0009942	longitudinal axis specification	biological_process	GO:0000578,GO:0003006,GO:0044702	4
GO:0009943	adaxial/abaxial axis specification	biological_process	GO:0009798	6
GO:0009944	polarity specification of adaxial/abaxial axis	biological_process	GO:0065001	6
GO:0009945	radial axis specification	biological_process	GO:0009798	6
GO:0009946	proximal/distal axis specification	biological_process	GO:0009798	6
GO:0009947	centrolateral axis specification	biological_process	GO:0009798	6
GO:0009948	anterior/posterior axis specification	biological_process	GO:0009798	6
GO:0009949	polarity specification of anterior/posterior axis	biological_process	GO:0065001	6
GO:0009950	dorsal/ventral axis specification	biological_process	GO:0009798	5
GO:0009951	polarity specification of dorsal/ventral axis	biological_process	GO:0065001	6
GO:0009952	anterior/posterior pattern specification	biological_process	GO:0003002	5
GO:0009953	dorsal/ventral pattern formation	biological_process	GO:0003002	6
GO:0009954	proximal/distal pattern formation	biological_process	GO:0003002	6
GO:0009955	adaxial/abaxial pattern specification	biological_process	GO:0003002	6
GO:0009956	radial pattern formation	biological_process	GO:0003002	6
GO:0009957	epidermal cell fate specification	biological_process	GO:0001708	6
GO:0009958	positive gravitropism	biological_process	GO:0009630	6
GO:0009959	negative gravitropism	biological_process	GO:0009630	6
GO:0009960	endosperm development	biological_process	GO:0003006,GO:0009888	4
GO:0009961	response to 1-aminocyclopropane-1-carboxylic acid	biological_process	GO:0043200	6
GO:0009962	regulation of flavonoid biosynthetic process	biological_process	GO:0009889,GO:0080090	6
GO:0009963	positive regulation of flavonoid biosynthetic process	biological_process	GO:0009891,GO:0009962	7
GO:0009964	negative regulation of flavonoid biosynthetic process	biological_process	GO:0009890,GO:0009962	7
GO:0009965	leaf morphogenesis	biological_process	GO:0009887	5
GO:0009966	regulation of signal transduction	biological_process	GO:0010646,GO:0023051,GO:0048583	5
GO:0009967	positive regulation of signal transduction	biological_process	GO:0009966,GO:0010647,GO:0023056,GO:0048584	6
GO:0009968	negative regulation of signal transduction	biological_process	GO:0009966,GO:0010648,GO:0023057,GO:0048585	6
GO:0009969	xyloglucan biosynthetic process	biological_process	GO:0009250,GO:0010411	7
GO:0009970	cellular response to sulfate starvation	biological_process	GO:0009267	6
GO:0009971	anastral spindle assembly involved in male meiosis	biological_process	GO:0007053,GO:0055048	7
GO:0009972	cytidine deamination	biological_process	GO:0006216	10
GO:0009987	cellular process	biological_process	GO:0008150	2
GO:0009988	cell-cell recognition	biological_process	GO:0008037	5
GO:0009989	cell-matrix recognition	biological_process	GO:0008037	5
GO:0009990	contact guidance	biological_process	GO:0009989	6
GO:0009991	response to extracellular stimulus	biological_process	GO:0009605	4
GO:0009992	cellular water homeostasis	biological_process	GO:0006884,GO:0030104,GO:0055082	6
GO:0009994	oocyte differentiation	biological_process	GO:0003006,GO:0022412,GO:0030154,GO:0044702	4
GO:0009995	soluble molecule recognition	biological_process	GO:0009593	5
GO:0009996	negative regulation of cell fate specification	biological_process	GO:0010454,GO:0042659	7
GO:0009997	negative regulation of cardioblast cell fate specification	biological_process	GO:0042686,GO:0051892,GO:2000044	7
GO:0009998	negative regulation of retinal cone cell fate specification	biological_process	GO:0009996,GO:0042673,GO:0060226	8
GO:0009999	negative regulation of auditory receptor cell fate specification	biological_process	GO:0009996,GO:0042669,GO:0045608	8
GO:0010001	glial cell differentiation	biological_process	GO:0030154	5
GO:0010002	cardioblast differentiation	biological_process	GO:0035051,GO:0048863	6
GO:0010004	gastrulation involving germ band extension	biological_process	GO:0001703	6
GO:0010014	meristem initiation	biological_process	GO:0044767	4
GO:0010015	root morphogenesis	biological_process	GO:0009653,GO:0044767	4
GO:0010016	shoot system morphogenesis	biological_process	GO:0009653	4
GO:0010017	red or far-red light signaling pathway	biological_process	GO:0007165,GO:0071489	6
GO:0010018	far-red light signaling pathway	biological_process	GO:0010017,GO:0071490	7
GO:0010019	chloroplast-nucleus signaling pathway	biological_process	GO:0007165	6
GO:0010020	chloroplast fission	biological_process	GO:0009658,GO:0043572	6
GO:0010021	amylopectin biosynthetic process	biological_process	GO:0009059,GO:1901137,GO:2000896	6
GO:0010022	meristem determinacy	biological_process	GO:0044707,GO:0044767	4
GO:0010023	proanthocyanidin biosynthetic process	biological_process	GO:0009699,GO:0018130,GO:0046189	6
GO:0010024	phytochromobilin biosynthetic process	biological_process	GO:0033014,GO:0051188,GO:0051202	6
GO:0010025	wax biosynthetic process	biological_process	GO:0009058,GO:0010166	4
GO:0010026	trichome differentiation	biological_process	GO:0030154	5
GO:0010027	thylakoid membrane organization	biological_process	GO:0009668	5
GO:0010028	xanthophyll cycle	biological_process	GO:0016122	7
GO:0010029	regulation of seed germination	biological_process	GO:1900140	8
GO:0010030	positive regulation of seed germination	biological_process	GO:0010029,GO:0048582	7
GO:0010031	circumnutation	biological_process	GO:0050879	5
GO:0010032	meiotic chromosome condensation	biological_process	GO:0030261,GO:0070192	6
GO:0010033	response to organic substance	biological_process	GO:0042221	4
GO:0010034	response to acetate	biological_process	GO:0001101,GO:0010033,GO:1901700	5
GO:0010035	response to inorganic substance	biological_process	GO:0042221	4
GO:0010036	response to boron-containing substance	biological_process	GO:0042221	4
GO:0010037	response to carbon dioxide	biological_process	GO:0010033,GO:1901700	5
GO:0010038	response to metal ion	biological_process	GO:0010035	5
GO:0010039	response to iron ion	biological_process	GO:0010038,GO:1990267	5
GO:0010040	response to iron(II) ion	biological_process	GO:0010039	6
GO:0010041	response to iron(III) ion	biological_process	GO:0010039	6
GO:0010042	response to manganese ion	biological_process	GO:0010038,GO:1990267	5
GO:0010043	response to zinc ion	biological_process	GO:0010038,GO:1990267	5
GO:0010044	response to aluminum ion	biological_process	GO:0010038	6
GO:0010045	response to nickel cation	biological_process	GO:0010038	6
GO:0010046	response to mycotoxin	biological_process	GO:0009636	5
GO:0010047	fruit dehiscence	biological_process	GO:0009900	5
GO:0010048	vernalization response	biological_process	GO:0009409	5
GO:0010049	acquisition of reproductive competence	biological_process	GO:0009791	5
GO:0010050	vegetative phase change	biological_process	GO:0009791	5
GO:0010051	xylem and phloem pattern formation	biological_process	GO:0003002	6
GO:0010052	guard cell differentiation	biological_process	GO:0030154,GO:0090627	5
GO:0010053	root epidermal cell differentiation	biological_process	GO:0030154,GO:0090627	5
GO:0010054	trichoblast differentiation	biological_process	GO:0010053	6
GO:0010055	atrichoblast differentiation	biological_process	GO:0010053	6
GO:0010056	atrichoblast fate specification	biological_process	GO:0001708,GO:0090628	6
GO:0010057	trichoblast fate specification	biological_process	GO:0001708,GO:0090628	6
GO:0010058	regulation of atrichoblast fate specification	biological_process	GO:0042659,GO:1903888,GO:2000067	7
GO:0010059	positive regulation of atrichoblast fate specification	biological_process	GO:0010058,GO:0042660,GO:0051240,GO:1903890	6
GO:0010060	negative regulation of atrichoblast fate specification	biological_process	GO:0009996,GO:0010058,GO:0051241,GO:1903889	6
GO:0010061	regulation of trichoblast fate specification	biological_process	GO:0042659,GO:1903888,GO:2000067	7
GO:0010062	negative regulation of trichoblast fate specification	biological_process	GO:0009996,GO:0010061,GO:0051241,GO:1903889	6
GO:0010063	positive regulation of trichoblast fate specification	biological_process	GO:0010061,GO:0042660,GO:0051240,GO:1903890	6
GO:0010064	embryonic shoot morphogenesis	biological_process	GO:0010016,GO:0048598	5
GO:0010065	primary meristem tissue development	biological_process	GO:0048508	5
GO:0010066	ground meristem histogenesis	biological_process	GO:0010065	6
GO:0010067	procambium histogenesis	biological_process	GO:0010065	6
GO:0010068	protoderm histogenesis	biological_process	GO:0010065	6
GO:0010069	zygote asymmetric cytokinesis in embryo sac	biological_process	GO:0000281,GO:0010070	6
GO:0010070	zygote asymmetric cell division	biological_process	GO:0008356	6
GO:0010071	root meristem specification	biological_process	GO:0003006,GO:0044702,GO:0090421	4
GO:0010072	primary shoot apical meristem specification	biological_process	GO:0003006,GO:0044702,GO:0090421	4
GO:0010073	meristem maintenance	biological_process	GO:0044707,GO:0044767	4
GO:0010074	maintenance of meristem identity	biological_process	GO:0019827	5
GO:0010075	regulation of meristem growth	biological_process	GO:0048509,GO:0048638	6
GO:0010076	maintenance of floral meristem identity	biological_process	GO:0010074	6
GO:0010077	maintenance of inflorescence meristem identity	biological_process	GO:0010074	6
GO:0010078	maintenance of root meristem identity	biological_process	GO:0010074	6
GO:0010079	maintenance of vegetative meristem identity	biological_process	GO:0010074	6
GO:0010080	regulation of floral meristem growth	biological_process	GO:0009909,GO:0010075	6
GO:0010081	regulation of inflorescence meristem growth	biological_process	GO:0010075,GO:0048580,GO:0048831,GO:2000241	5
GO:0010082	regulation of root meristem growth	biological_process	GO:0010075,GO:2000280	7
GO:0010083	regulation of vegetative meristem growth	biological_process	GO:0010075,GO:0048831	7
GO:0010084	specification of organ axis polarity	biological_process	GO:0065001	6
GO:0010085	polarity specification of proximal/distal axis	biological_process	GO:0065001	6
GO:0010086	embryonic root morphogenesis	biological_process	GO:0010015,GO:0048598	5
GO:0010087	phloem or xylem histogenesis	biological_process	GO:0009888	5
GO:0010088	phloem development	biological_process	GO:0010087	6
GO:0010089	xylem development	biological_process	GO:0010087	5
GO:0010090	trichome morphogenesis	biological_process	GO:0000904	6
GO:0010091	trichome branching	biological_process	GO:0000904	6
GO:0010092	specification of organ identity	biological_process	GO:0003002	5
GO:0010093	specification of floral organ identity	biological_process	GO:0003006,GO:0010092,GO:0044702	4
GO:0010094	specification of carpel identity	biological_process	GO:0010093	5
GO:0010095	specification of petal identity	biological_process	GO:0010093	5
GO:0010096	specification of sepal identity	biological_process	GO:0010093	5
GO:0010097	specification of stamen identity	biological_process	GO:0010093	5
GO:0010098	suspensor development	biological_process	GO:0048856	4
GO:0010099	regulation of photomorphogenesis	biological_process	GO:0048580,GO:2000030	6
GO:0010100	negative regulation of photomorphogenesis	biological_process	GO:0010099,GO:0048581,GO:0048585	6
GO:0010101	post-embryonic root morphogenesis	biological_process	GO:0009886,GO:0010015	5
GO:0010102	lateral root morphogenesis	biological_process	GO:0010101	6
GO:0010103	stomatal complex morphogenesis	biological_process	GO:0009886,GO:0044767,GO:0090626	4
GO:0010104	regulation of ethylene-activated signaling pathway	biological_process	GO:0070297	7
GO:0010105	negative regulation of ethylene-activated signaling pathway	biological_process	GO:0010104,GO:0070298	8
GO:0010106	cellular response to iron ion starvation	biological_process	GO:0009267	6
GO:0010107	potassium ion import	biological_process	GO:0071805	6
GO:0010108	detection of glutamine	biological_process	GO:0009593	5
GO:0010109	regulation of photosynthesis	biological_process	GO:0031323	6
GO:0010110	regulation of photosynthesis, dark reaction	biological_process	GO:0010109,GO:0043255	7
GO:0010111	glyoxysome organization	biological_process	GO:0007031,GO:0009657	5
GO:0010112	regulation of systemic acquired resistance	biological_process	GO:0002831,GO:0032101,GO:0043900,GO:0045088	5
GO:0010113	negative regulation of systemic acquired resistance	biological_process	GO:0002832,GO:0010112,GO:0032102,GO:0043901,GO:0045824	6
GO:0010114	response to red light	biological_process	GO:0009639	7
GO:0010115	regulation of abscisic acid biosynthetic process	biological_process	GO:0010565,GO:0019747,GO:0031326,GO:0043455,GO:0046890,GO:1902930	6
GO:0010116	positive regulation of abscisic acid biosynthetic process	biological_process	GO:0010115,GO:0031328,GO:0045828,GO:0046889,GO:1902932	7
GO:0010117	photoprotection	biological_process	GO:0009416	6
GO:0010118	stomatal movement	biological_process	GO:0044763	4
GO:0010119	regulation of stomatal movement	biological_process	GO:0050794	5
GO:0010120	camalexin biosynthetic process	biological_process	GO:0009700,GO:0044272,GO:0052317	6
GO:0010121	arginine catabolic process to proline via ornithine	biological_process	GO:0019493	7
GO:0010122	arginine catabolic process to alanine via ornithine	biological_process	GO:0006522,GO:0006527	8
GO:0010123	acetate catabolic process to butyrate, ethanol, acetone and butanol	biological_process	GO:0006067,GO:0019605,GO:0019654,GO:0043443,GO:0045733,GO:0071270	6
GO:0010124	phenylacetate catabolic process	biological_process	GO:0019439,GO:0042178,GO:0042537,GO:0072329,GO:1901361	6
GO:0010125	mycothiol biosynthetic process	biological_process	GO:0010126,GO:0016138,GO:0044272,GO:0051188,GO:1901137	5
GO:0010126	mycothiol metabolic process	biological_process	GO:0006790,GO:0016137,GO:0044763,GO:0051186,GO:1901135	4
GO:0010127	mycothiol-dependent detoxification	biological_process	GO:0098754	4
GO:0010128	benzoate catabolic process via CoA ligation	biological_process	GO:0018875,GO:0043639	7
GO:0010129	anaerobic cyclohexane-1-carboxylate catabolic process	biological_process	GO:0019439,GO:0042178	6
GO:0010130	anaerobic ethylbenzene catabolic process	biological_process	GO:0018913	8
GO:0010131	obsolete sucrose catabolic process, using invertase or sucrose synthase	biological_process		NA
GO:0010132	dhurrin biosynthetic process	biological_process	GO:0019756,GO:0044763,GO:0080028,GO:1901137,GO:1901806	4
GO:0010133	proline catabolic process to glutamate	biological_process	GO:0006536,GO:0006562	7
GO:0010134	sulfate assimilation via adenylyl sulfate reduction	biological_process	GO:0000103,GO:0019419	5
GO:0010135	ureide metabolic process	biological_process	GO:0043603	6
GO:0010136	ureide catabolic process	biological_process	GO:0010135,GO:0044270	6
GO:0010137	ureide biosynthetic process	biological_process	GO:0010135,GO:0043604	7
GO:0010138	pyrimidine ribonucleotide salvage	biological_process	GO:0009220,GO:0032262	8
GO:0010139	pyrimidine deoxyribonucleotide salvage	biological_process	GO:0009221,GO:0032262	8
GO:0010140	obsolete adenine, hypoxanthine and their nucleoside salvage	biological_process		NA
GO:0010141	obsolete guanine, xanthine and their nucleoside salvage	biological_process		NA
GO:0010142	farnesyl diphosphate biosynthetic process, mevalonate pathway	biological_process	GO:0045337,GO:1902767	7
GO:0010143	cutin biosynthetic process	biological_process	GO:0009059	6
GO:0010144	pyridoxal phosphate biosynthetic process from pyridoxamine	biological_process	GO:0009443,GO:0042818,GO:0044711	5
GO:0010145	fructan metabolic process	biological_process	GO:0044264	6
GO:0010146	fructan biosynthetic process	biological_process	GO:0010145,GO:0033692	6
GO:0010147	fructan catabolic process	biological_process	GO:0010145,GO:0044247	7
GO:0010148	transpiration	biological_process	GO:0006833	6
GO:0010149	obsolete senescence	biological_process		NA
GO:0010150	leaf senescence	biological_process	GO:0010260	6
GO:0010151	chloroplast elongation	biological_process	GO:0009658	6
GO:0010152	pollen maturation	biological_process	GO:0021700	5
GO:0010153	obsolete polar cell elongation	biological_process		NA
GO:0010154	fruit development	biological_process	GO:0048608	5
GO:0010155	regulation of proton transport	biological_process	GO:0043269	7
GO:0010156	obsolete sporocyte morphogenesis	biological_process		NA
GO:0010157	response to chlorate	biological_process	GO:0001101,GO:0010035,GO:1901700	5
GO:0010158	abaxial cell fate specification	biological_process	GO:0001708	6
GO:0010159	specification of organ position	biological_process	GO:0003002	6
GO:0010160	formation of organ boundary	biological_process	GO:0003002,GO:0048859	5
GO:0010161	red light signaling pathway	biological_process	GO:0010017,GO:0071491	7
GO:0010162	seed dormancy process	biological_process	GO:0003006,GO:0022611,GO:0044702,GO:0044707,GO:0044767,GO:0048609	4
GO:0010163	high-affinity potassium ion import	biological_process	GO:0071805	6
GO:0010164	response to cesium ion	biological_process	GO:0010038	6
GO:0010165	response to X-ray	biological_process	GO:0010212	6
GO:0010166	wax metabolic process	biological_process	GO:0008152	3
GO:0010167	response to nitrate	biological_process	GO:0001101,GO:0010035,GO:1901698,GO:1901700	5
GO:0010171	body morphogenesis	biological_process	GO:0009653,GO:0044767	4
GO:0010172	embryonic body morphogenesis	biological_process	GO:0010171,GO:0048598	5
GO:0010182	sugar mediated signaling pathway	biological_process	GO:0009756	7
GO:0010183	pollen tube guidance	biological_process	GO:0050918	6
GO:0010184	cytokinin transport	biological_process	GO:0009914	4
GO:0010185	regulation of cellular defense response	biological_process	GO:0031347	7
GO:0010186	positive regulation of cellular defense response	biological_process	GO:0010185,GO:0031349	7
GO:0010187	negative regulation of seed germination	biological_process	GO:0010029,GO:0048581	7
GO:0010188	response to microbial phytotoxin	biological_process	GO:0009636	5
GO:0010189	vitamin E biosynthetic process	biological_process	GO:0018130,GO:0042360,GO:0042362,GO:1901362,GO:1901617	5
GO:0010190	cytochrome b6f complex assembly	biological_process	GO:0017004	7
GO:0010191	mucilage metabolic process	biological_process	GO:0044237	4
GO:0010192	mucilage biosynthetic process	biological_process	GO:0010191,GO:0044249	5
GO:0010193	response to ozone	biological_process	GO:0000302,GO:0001101,GO:0010035	5
GO:0010194	obsolete microRNA metabolic process	biological_process		NA
GO:0010195	obsolete microRNA biosynthetic process	biological_process		NA
GO:0010196	nonphotochemical quenching	biological_process	GO:1990066	7
GO:0010197	polar nucleus fusion	biological_process	GO:0000741	6
GO:0010198	synergid death	biological_process	GO:0003006,GO:0010623,GO:0044702	4
GO:0010199	organ boundary specification between lateral organs and the meristem	biological_process	GO:0010160	6
GO:0010200	response to chitin	biological_process	GO:0010243,GO:1901700	5
GO:0010201	response to continuous far red light stimulus by the high-irradiance response system	biological_process	GO:0010218	8
GO:0010202	response to low fluence red light stimulus	biological_process	GO:0009645,GO:0010114	8
GO:0010203	response to very low fluence red light stimulus	biological_process	GO:0010114,GO:0055122	8
GO:0010204	defense response signaling pathway, resistance gene-independent	biological_process	GO:0002218,GO:0007165	5
GO:0010205	photoinhibition	biological_process	GO:0009644,GO:0043155	8
GO:0010206	photosystem II repair	biological_process	GO:0030091	7
GO:0010207	photosystem II assembly	biological_process	GO:0043623	6
GO:0010208	pollen wall assembly	biological_process	GO:0010927,GO:0044763,GO:0045229,GO:0085029	4
GO:0010212	response to ionizing radiation	biological_process	GO:0009314	5
GO:0010213	non-photoreactive DNA repair	biological_process	GO:0006281	5
GO:0010214	seed coat development	biological_process	GO:0003006,GO:0048856	4
GO:0010215	cellulose microfibril organization	biological_process	GO:0030198	6
GO:0010216	maintenance of DNA methylation	biological_process	GO:0006259	6
GO:0010217	cellular aluminum ion homeostasis	biological_process	GO:0006875,GO:0055079	8
GO:0010218	response to far red light	biological_process	GO:0009639	7
GO:0010219	regulation of vernalization response	biological_process	GO:0080134	6
GO:0010220	positive regulation of vernalization response	biological_process	GO:0010219,GO:0048584	6
GO:0010221	negative regulation of vernalization response	biological_process	GO:0010219,GO:0048585	6
GO:0010222	stem vascular tissue pattern formation	biological_process	GO:0010051	7
GO:0010223	secondary shoot formation	biological_process	GO:0001763,GO:0010346	5
GO:0010224	response to UV-B	biological_process	GO:0009411	7
GO:0010225	response to UV-C	biological_process	GO:0009411	7
GO:0010226	response to lithium ion	biological_process	GO:0010038	6
GO:0010227	floral organ abscission	biological_process	GO:0003006,GO:0009838	4
GO:0010228	vegetative to reproductive phase transition of meristem	biological_process	GO:0003006	4
GO:0010229	inflorescence development	biological_process	GO:0090567	5
GO:0010230	alternative respiration	biological_process	GO:0009060	7
GO:0010231	maintenance of seed dormancy	biological_process	GO:0010162,GO:0097437	5
GO:0010232	vascular transport	biological_process	GO:0044707,GO:0044765	4
GO:0010233	phloem transport	biological_process	GO:0010232	5
GO:0010234	anther wall tapetum cell fate specification	biological_process	GO:0001708,GO:0003006,GO:0044702	4
GO:0010235	guard mother cell cytokinesis	biological_process	GO:0000911	7
GO:0010236	plastoquinone biosynthetic process	biological_process	GO:1901663	7
GO:0010238	response to proline	biological_process	GO:0014070,GO:0043200	6
GO:0010239	chloroplast mRNA processing	biological_process	GO:0006397,GO:0031425	7
GO:0010241	ent-kaurene oxidation to kaurenoic acid	biological_process	GO:0033331,GO:0055114	5
GO:0010243	response to organonitrogen compound	biological_process	GO:0009719,GO:0010033,GO:1901698	4
GO:0010244	response to low fluence blue light stimulus by blue low-fluence system	biological_process	GO:0009637,GO:0009645	7
GO:0010245	radial microtubular system formation	biological_process	GO:0000226	6
GO:0010246	rhamnogalacturonan I biosynthetic process	biological_process	GO:0000271,GO:0010395,GO:0044763	4
GO:0010247	detection of phosphate ion	biological_process	GO:0009593	5
GO:0010248	establishment or maintenance of transmembrane electrochemical gradient	biological_process	GO:0034220	6
GO:0010249	auxin conjugate metabolic process	biological_process	GO:0009850	5
GO:0010250	S-methylmethionine biosynthetic process	biological_process	GO:0033477,GO:0042398,GO:0044272,GO:1901566	6
GO:0010252	auxin homeostasis	biological_process	GO:0048878	6
GO:0010253	UDP-rhamnose biosynthetic process	biological_process	GO:0009226,GO:0033478	7
GO:0010254	nectary development	biological_process	GO:0003006,GO:0044702,GO:0044767,GO:0048856	4
GO:0010255	glucose mediated signaling pathway	biological_process	GO:0009757	9
