EntrezGene ID	Agilent SurePrint G3 GE 8x60k probe
25930	
5264	A_23_P115919
5264	
5718	
102724933	
51619	A_23_P374767
51619	
51619	A_33_P3637909
23286	A_23_P81392
23286	
140823	A_33_P3298535
140823	A_23_P143414
84282	
84282	A_23_P252283
8736	A_23_P96271
8736	
151649	A_33_P3489629
100463289	
541578	
541578	A_23_P316239
51151	A_23_P259049
51151	A_33_P3241696
85021	A_23_P70748
85021	
26468	A_23_P32175
26468	
79587	A_23_P128624
79587	
51136	A_23_P207299
51136	
7275	
7275	A_23_P500892
81697	A_23_P111088
56666	A_24_P160202
56666	A_33_P3588134
100505746	
251	A_24_P131580
390081	A_33_P3303905
100874032	
56943	A_23_P82748
56943	
10439	A_33_P3306749
10439	A_33_P3248354
10439	A_24_P406601
10439	A_33_P3306762
81099	A_24_P58501
129521	A_33_P3320832
55290	A_23_P20480
55290	
30061	A_23_P102391
30061	
2168	
2168	A_33_P3326962
100128750	
100128750	A_33_P3316903
55539	A_23_P150648
9425	A_23_P134078
9425	
30834	
402415	A_32_P416161
54785	A_23_P152963
54785	A_33_P3243214
1144	A_23_P430558
1144	
7010	A_23_P374695
7010	
29942	A_24_P42446
29942	A_23_P111919
51545	A_23_P4798
51545	A_23_P164797
10902	A_33_P3417517
10902	A_23_P145016
10902	
100873947	
154807	A_23_P413815
5916	A_23_P387552
5916	
644050	A_33_P3775281
644050	
7431	
6098	A_23_P70278
6098	A_33_P3421028
23177	
23177	A_24_P944049
23177	A_33_P3265224
340578	A_33_P3309999
100128233	A_33_P3709525
101928504	
100874058	
55711	
219431	A_33_P3224290
6278	
55080	A_23_P36700
55080	A_23_P48088
55080	
84811	A_23_P52826
53336	A_23_P62336
219527	A_33_P3210735
51617	A_23_P319005
51617	
80758	A_23_P30464
2272	A_33_P3216601
2272	
57333	
56956	A_33_P3365441
56956	
56956	A_33_P3365437
56956	A_23_P327562
6402	A_33_P3400273
6402	
9479	
341947	
9166	
139599	A_23_P11256
90827	A_24_P16249
90827	
6499	
6222	A_33_P3385488
55658	A_33_P3294297
55658	A_23_P314086
55658	A_33_P3270102
55658	
6348	A_33_P3316273
6348	A_24_P228130
5207	
55181	A_23_P66563
55181	
407	
5701	
5701	A_23_P304287
256369	A_33_P3240063
256369	
79854	A_23_P149050
338699	A_33_P3224135
338699	A_32_P69166
2257	A_24_P334300
2257	
51692	A_23_P28688
51692	
1310	A_33_P3304157
1310	A_33_P3304162
1310	A_23_P375922
1310	A_33_P3216288
1310	
286189	
728318	A_33_P3406811
728318	A_33_P3352340
728318	A_33_P3406806
728318	A_33_P3352349
26137	A_23_P40866
26137	A_33_P3291154
26137	
734	A_33_P3236247
734	A_23_P82859
734	
9466	A_23_P27606
51266	A_33_P3236071
51266	A_33_P3332955
51266	A_33_P3236065
84769	A_23_P165130
84769	
102724200	A_23_P317683
390072	A_33_P3303945
1534	A_23_P218331
1534	
390649	A_33_P3290874
390649	A_33_P3389018
152940	A_23_P386964
105378663	
105378663	A_32_P214340
387266	
2115	A_32_P78491
2115	A_33_P3401156
2115	A_33_P3357949
2115	A_33_P3357954
2115	
78986	A_23_P146134
78986	
340061	A_23_P61371
340061	
84458	A_23_P328836
84458	
54910	A_23_P114057
54910	
4047	A_23_P211252
4047	A_24_P110799
4047	
10042	
10042	A_23_P431981
53833	
53833	A_23_P91850
55937	
338651	
101929626	A_33_P3323692
10864	
10864	A_23_P93217
81399	A_33_P3316147
81399	A_33_P3268582
51171	
55578	
140701	A_33_P3289461
106456574	
101927992	
100859921	
151887	A_23_P58082
151887	A_19_P00317484
151887	A_19_P00804825
151887	A_19_P00326763
151887	A_33_P3221284
151887	
11329	A_23_P390704
23568	A_23_P15182
23568	
6343	
79002	A_24_P384636
7515	
162514	A_23_P49862
162514	
51063	A_23_P202219
51063	A_33_P3343045
51063	
89782	
90523	
90523	A_23_P145555
57680	A_24_P361167
57680	
10793	A_19_P00807519
10793	
10793	A_24_P218001
10793	A_33_P3355821
104798195	
701	
701	A_23_P163481
55510	A_23_P156445
55510	
649159	A_33_P3405916
57491	
57491	A_23_P358709
91661	A_33_P3404257
91661	A_33_P3273298
91661	A_33_P3273258
91661	A_33_P3289422
91661	A_33_P3273309
91661	
55258	
55258	A_23_P259207
55258	A_33_P3394297
23543	A_33_P3217103
23543	
11086	
11086	A_23_P95536
23544	
23708	A_23_P19115
51802	A_23_P258433
8503	A_33_P3593774
106144532	
4357	A_23_P132285
4357	
9823	A_23_P73747
9823	
56947	
56947	A_23_P92994
56947	A_23_P405148
27166	A_23_P79161
27166	
102724596	
23232	A_23_P24215
23232	
254048	
254048	A_33_P3339231
994	A_23_P210726
994	
64207	A_32_P466514
219432	A_33_P3243118
255101	A_33_P3261586
255101	
255101	A_33_P3309741
255101	A_23_P337278
255101	A_33_P3309734
139341	
8693	A_24_P942370
79006	A_33_P3423570
79006	
79073	A_24_P47467
11230	A_23_P96350
11230	A_33_P3285251
104355287	
3268	
3268	A_23_P311640
3268	A_33_P3408280
3268	A_24_P363583
9706	A_24_P932594
9706	A_33_P3254412
9706	A_23_P55107
9706	
10000	
388533	
221468	A_23_P334870
221468	
2630	A_23_P201035
2630	A_32_P512061
2630	
440021	
104355141	
6558	A_32_P25437
6558	
147040	
147040	A_23_P354027
26292	A_23_P201655
26292	A_23_P74828
57590	
57590	A_23_P502797
101928535	
8293	
728492	
2475	A_23_P34606
2475	
387597	
387597	A_33_P3328317
9734	
9734	A_24_P206317
9734	A_23_P404162
3280	
3795	A_33_P3309984
3795	A_33_P3333455
3795	
116328	A_32_P934840
116328	
56159	A_23_P96501
8106	
8106	A_23_P128828
23192	A_24_P182764
23192	A_33_P3335137
23192	
55002	A_33_P3247255
55002	A_33_P3234643
55002	
55002	A_19_P00802763
65083	A_24_P21410
65083	
101929468	
6604	A_23_P122852
6604	
84236	
84236	A_24_P134834
84236	A_33_P3309809
91703	
29959	
348	A_33_P3223592
348	
5995	
5995	A_33_P3595369
57493	A_32_P166693
57493	
10216	
10216	A_33_P3369178
7187	A_23_P37068
7187	
29941	A_33_P3220202
79101	A_24_P261383
79101	
80207	A_33_P3376636
80207	A_24_P475814
80207	
163115	A_23_P419786
163115	
2261	A_23_P212830
2261	A_23_P500501
2261	
4938	A_23_P64828
4938	
57149	
57149	A_23_P54929
164633	A_33_P3348061
285556	A_33_P3411155
4799	A_23_P304543
4799	A_23_P94683
4799	
101927973	
1468	A_23_P146830
1468	
54657	A_33_P3302075
54657	A_24_P222872
79922	A_23_P15603
6142	A_32_P193288
6142	
79658	
79658	A_23_P21548
100128239	A_33_P3394978
100128239	A_32_P115438
100128239	
55270	A_24_P244699
400258	
100507487	
100507487	A_19_P00315492
414062	
5593	A_33_P3342598
5593	
4868	A_23_P5200
4868	
57325	
57325	A_23_P501435
116511	
101928514	
217	
217	A_23_P36753
284825	A_33_P3878681
284825	
399821	
399821	A_33_P3625172
1608	
1608	A_33_P3421728
10423	
3221	
3221	A_33_P3300975
730249	A_33_P3319925
1850	
11019	A_23_P254081
11019	
9493	A_33_P3311755
9493	A_23_P48835
9493	
84432	A_23_P51745
91433	A_23_P106433
91433	
389084	
389084	A_33_P3242174
255411	
388394	A_32_P3476
388394	A_33_P3339138
653145	A_24_P135628
653145	A_23_P359214
653145	A_32_P105549
653145	
8061	A_23_P161624
255809	A_33_P3411945
133383	
353514	
339390	A_33_P3213235
339390	A_23_P153390
339390	
23564	A_23_P19482
285780	A_32_P178758
285780	
93627	A_23_P133075
93627	
23348	A_23_P162766
23348	A_33_P3259817
23348	A_33_P3259821
23348	
23348	A_33_P3410279
23348	A_33_P3410284
22843	A_32_P73796
440556	A_33_P3261463
440556	
199221	A_23_P384635
199221	
101928266	
57600	A_33_P3805090
57600	
387267	A_33_P3405369
387267	A_33_P3317317
100873964	
286343	
3242	
6653	A_23_P87049
6653	
51121	A_32_P205553
51121	
26277	A_33_P3372941
26277	
22906	A_23_P132536
22906	
22906	A_33_P3406899
132243	A_23_P372994
5639	
5639	A_23_P67355
101929441	
6272	A_24_P325520
6272	
221442	
221442	A_24_P303420
64978	A_23_P54963
64978	
64978	A_33_P3386532
140731	A_23_P131875
439915	A_33_P3304576
64326	A_33_P3209356
64326	
5605	
214	A_33_P3713357
214	
116135	A_23_P143857
220	
220	A_23_P205959
347862	A_33_P3281807
347862	A_23_P359904
347862	
51504	A_23_P12992
60493	A_23_P380724
115352	
115352	A_33_P3368334
4018	
4018	A_33_P3320415
286380	A_32_P119248
63904	A_23_P256077
283554	A_33_P3237110
283554	
100506682	
101928438	
3838	A_23_P125265
3838	
101927416	
140883	A_33_P3264238
5440	
60496	
60496	A_23_P202988
100506801	
283078	A_24_P326491
283078	
56605	A_33_P3350703
56605	
56605	A_33_P3391521
318	A_23_P112478
222537	A_23_P351295
222537	A_24_P226508
222537	
126129	A_33_P3374640
126129	A_33_P3290040
126129	A_33_P3392391
126129	
3486	A_23_P215634
3486	
57381	
57381	A_24_P82032
708	A_23_P370434
708	
55296	
55296	A_23_P136196
5618	A_33_P3416757
5618	A_23_P167468
5618	A_24_P671164
5618	
55237	
55237	A_23_P140362
8139	A_23_P88873
8139	
5042	A_23_P48307
10806	
100507428	A_19_P00315541
100507428	A_19_P00318496
100507428	A_19_P00318291
100507428	A_19_P00322142
339804	A_24_P601972
339804	
5926	A_23_P117515
5926	
6755	A_23_P77545
105379628	
79607	A_23_P319492
79607	
64718	A_23_P100141
64718	
64718	A_24_P374675
388419	A_33_P3391915
100287814	
25998	A_23_P358995
25998	
90324	A_23_P398044
90324	
170575	A_23_P427023
170575	
22834	
22834	A_23_P55256
10449	A_23_P89799
10449	
63971	A_33_P3242659
63971	
4302	A_33_P3376622
4302	A_32_P98683
4302	
2113	
54972	
54972	A_23_P24716
104472714	
6714	
6714	A_23_P308603
10294	A_33_P3414574
10294	
64843	A_23_P54469
64843	
23786	A_24_P409494
23786	A_24_P410389
23786	A_23_P102965
23786	
84752	A_23_P66050
26188	A_24_P299769
11054	A_23_P28707
11054	A_33_P3254801
11054	
7257	A_33_P3230658
7257	A_24_P148151
7257	
210	A_23_P217114
210	
90060	
90060	A_23_P73540
64901	
64901	A_23_P58819
23592	A_33_P3382709
23592	
26226	
8828	A_33_P3297415
8828	A_24_P50801
8828	A_23_P393727
8828	
116151	A_23_P68486
116151	A_33_P3306352
101928446	
387748	A_23_P139250
90843	A_23_P11331
90843	A_33_P3295578
100996478	
79473	A_33_P3229042
102724163	
390077	A_33_P3230389
26166	
2898	A_33_P3307133
2898	A_33_P3307144
2898	A_23_P250136
2898	A_33_P3307147
2898	
24138	A_24_P30194
245930	A_33_P3278689
146336	A_32_P399187
146336	
646019	A_32_P107282
26750	A_23_P104109
26750	
388	A_33_P3398862
388	A_33_P3308446
222236	A_32_P117170
222236	
885	A_23_P425681
885	
1944	
999	A_23_P206359
999	
10253	A_23_P128698
23584	
339674	A_33_P3377187
339674	A_33_P3295458
55890	
55890	A_23_P38167
55890	A_23_P346673
7047	
7047	A_23_P41241
81035	
81035	A_23_P27306
8503	
6277	
653583	A_32_P184488
653583	
653583	A_33_P3311083
8013	A_23_P306867
8013	
8013	A_23_P398566
8807	A_33_P3221960
8807	A_23_P28334
8807	
64857	A_23_P323563
64857	A_33_P3309175
64857	
342667	A_32_P152195
56141	A_33_P3355608
56141	A_24_P360206
378	
23035	A_33_P3271810
23035	A_23_P418234
23035	
8346	A_23_P111041
51633	A_33_P3358312
51633	A_23_P111929
51633	A_19_P00329262
7046	
7046	A_33_P3331451
579	A_23_P386254
146547	A_24_P412734
146547	
113452	A_33_P3230219
85369	A_23_P320457
85369	A_33_P3270519
85369	
22893	A_23_P117928
22893	
8663	A_33_P3421733
8663	A_23_P77568
8663	
728689	A_33_P3421733
728689	A_23_P77568
728689	
404216	A_33_P3259929
353324	A_24_P220472
162387	A_33_P3393331
2771	A_33_P3585268
2771	
6263	A_33_P3800734
6263	
57326	A_33_P3410011
57326	A_24_P79808
57326	A_33_P3347413
284532	A_33_P3225978
64080	A_23_P9523
64080	
100131366	A_33_P3222653
4547	
4547	A_33_P3215457
101928340	
101928782	
55706	A_23_P73982
55706	
51300	A_23_P18413
51300	
121268	A_33_P3264895
121268	
79828	A_33_P3357082
79828	A_23_P56553
79828	
26503	A_33_P3416321
26503	A_33_P3265270
55811	A_23_P126313
55811	
57176	A_23_P111112
57176	
101928201	A_19_P00810274
4647	A_23_P98786
4647	A_23_P422350
4647	
90874	A_32_P19716
90874	A_33_P3240727
65989	A_33_P3254460
1385	A_23_P79231
1385	
374918	A_33_P3289845
8755	
2058	A_23_P97632
2058	
8237	A_33_P3273173
8237	
100873986	
5546	
5546	A_23_P23411
148156	A_23_P28015
148156	
105378898	
115825	
115825	A_33_P3209646
255725	A_23_P36203
202	A_23_P70785
202	
4356	A_23_P141345
4356	
643160	A_33_P3255964
643160	
101928386	
337977	A_33_P3251421
51517	A_23_P29638
51517	A_33_P3288023
51517	
8322	A_23_P64617
6397	A_19_P00320333
6397	A_19_P00322797
6397	A_19_P00320158
6397	A_33_P3275751
6397	A_23_P206960
6397	
101927635	
339834	A_23_P362770
339834	
339834	A_32_P461386
654433	
654433	A_24_P709377
90693	A_23_P168592
90693	
90693	A_33_P3272429
102723883	
10615	A_23_P89509
10615	
29957	A_23_P74799
29957	
64327	A_33_P3353372
64327	
64327	A_23_P215214
64327	A_33_P3343996
64327	A_23_P300728
125950	A_24_P384397
125950	A_24_P126557
125950	
348938	
348938	A_33_P3415052
875	A_23_P166306
875	
11129	A_33_P3236403
11129	
388021	
6228	A_33_P3257714
6228	
105374631	
153443	A_23_P435002
153443	
337978	A_33_P3388061
124093	A_33_P3246613
124093	
23555	A_32_P7015
23555	
51706	A_23_P52101
51706	
56898	
5996	A_23_P97141
5996	
28512	A_23_P338519
2976	
100885780	
9672	A_23_P74887
9672	A_33_P3241884
9672	
523	A_24_P396994
523	
794	
51134	
51134	A_33_P3223208
51134	A_23_P162378
100359394	
10919	A_23_P214638
10919	
4591	A_24_P153853
4591	A_23_P21230
4591	
6774	A_23_P100795
6774	A_24_P116805
6774	
7582	
7582	A_33_P3323101
7582	A_33_P3296871
5260	A_33_P3416479
5260	
25806	A_33_P3267562
23464	
5354	
5354	A_33_P3334630
9687	
9687	A_23_P329768
9687	A_23_P412476
9687	A_33_P3379406
3626	A_24_P155502
10866	
8702	A_32_P103945
8702	
101927768	
101927768	A_33_P3312990
101927768	A_19_P00319442
101927768	A_19_P00315625
11247	A_33_P3363245
11247	
100861547	
27160	A_23_P125686
686	
686	A_23_P155351
100170765	A_33_P3527931
100170765	A_33_P3325634
5731	A_23_P4808
9633	A_23_P161507
9633	
9633	A_24_P25234
57862	
57862	A_23_P54179
84002	A_23_P18372
84002	
8402	
389023	
389023	A_32_P86578
101929390	
25855	A_33_P3367017
25855	A_23_P75500
9985	A_33_P3278941
9985	
220382	A_33_P3270623
388572	
26020	
11040	
79074	A_33_P3386132
79074	A_24_P883629
79074	A_23_P165698
56138	A_33_P3351904
56138	A_24_P360206
56138	
1235	A_33_P3313929
6249	A_23_P25003
6249	
440602	A_33_P3787645
3483	A_23_P14892
3483	
6597	A_23_P39034
6597	
11079	A_33_P3353712
11079	A_23_P85392
11079	A_33_P3386117
11079	
6368	A_24_P133905
101927324	
158800	
391189	A_33_P3343790
11030	
11030	A_24_P930418
100859930	
7871	
7871	A_33_P3309656
7871	A_24_P942773
7871	A_33_P3243399
7871	A_33_P3243394
340508	A_24_P753476
7957	A_24_P239419
7957	
159296	A_24_P38702
729678	A_33_P3508717
23111	A_33_P3352877
23111	
23203	A_23_P32125
23203	A_33_P3287537
23203	
101928442	
8813	
55231	A_33_P3351735
2926	
64976	
126068	
126068	A_23_P316582
126068	A_33_P3397323
119765	A_33_P3281641
114804	A_32_P57810
114804	
84223	
339568	A_33_P3644503
158809	A_33_P3368755
2895	A_23_P32847
2895	
283575	A_33_P3815064
90586	
90586	A_24_P781615
1027	A_24_P81841
1027	A_23_P204696
1027	
10950	A_23_P80068
10950	
10847	
10847	A_23_P394917
6407	A_23_P5968
7306	
7306	A_23_P94403
7306	A_33_P3399980
56751	A_23_P9340
56751	
122706	A_33_P3229375
122706	A_33_P3250895
401097	A_33_P3257910
401097	A_23_P305245
105375166	
101927449	
1982	A_33_P3306545
1982	
101929718	
9973	
4223	A_24_P106624
23091	A_33_P3281139
23091	A_24_P121406
23091	
102723383	A_33_P3403733
102723383	A_33_P3348794
28988	A_24_P43681
28988	
28988	A_33_P3295009
28988	A_33_P3211260
143496	A_33_P3303900
26659	
26659	A_33_P3330418
26659	A_23_P16630
7367	
85366	A_23_P80008
90204	A_23_P5976
6195	
6195	A_33_P3352307
6195	A_24_P396650
768239	A_33_P3382999
80351	A_23_P12620
3802	A_33_P3313920
400655	
400655	A_33_P3782612
84957	A_24_P38951
84957	
6943	
343071	A_24_P401615
7087	A_23_P119143
7087	
8365	A_23_P323685
2670	
2670	A_23_P66593
2670	A_33_P3335895
79949	A_33_P3309832
79949	A_24_P286951
79949	A_33_P3412463
151449	A_33_P3406240
84528	A_23_P352494
26049	A_32_P84242
26049	A_23_P423074
26049	
340811	A_33_P3329028
102723532	
105369274	
50944	A_23_P208636
50944	
5555	
26664	A_33_P3254246
5923	A_23_P3371
5923	
342892	
342892	A_33_P3257042
342892	A_24_P450596
5047	A_33_P3364240
5047	A_23_P257129
100132074	A_33_P3408752
100132074	A_33_P3408757
8975	A_23_P40989
8975	
104909134	
5078	A_23_P414211
5078	
374872	
112574	A_33_P3250128
440574	A_33_P3277140
440574	A_33_P3404950
440574	
8973	A_23_P157593
8973	
22909	A_23_P377888
1358	
401577	A_33_P3238606
401577	
401577	A_24_P68222
84913	A_23_P142878
84913	A_33_P3392740
84913	
23647	A_23_P139228
23647	
2828	A_23_P357284
2828	
339803	A_33_P3793307
339803	
100874222	
5617	A_32_P65616
3371	A_23_P157865
3371	
9024	A_33_P3273480
9024	A_24_P326708
9024	
10095	
10095	A_23_P20196
100506035	A_19_P00318404
5283	
5283	A_23_P2884
2788	A_23_P153897
3108	
267002	A_33_P3286608
100506071	
143503	A_23_P13493
143503	A_33_P3424491
80775	A_23_P5339
80775	A_33_P3321170
83901	A_33_P3307457
83901	
89778	A_23_P130411
89778	A_33_P3233040
89778	
254225	A_23_P350172
254225	
10146	
10146	A_33_P3331242
10146	A_33_P3331237
10146	A_19_P00325917
1192	
79003	
79003	A_23_P78152
991	A_23_P149200
5921	
5921	A_23_P18939
284801	A_32_P16053
284801	
347344	A_33_P3372293
347344	A_33_P3255741
347344	A_33_P3372285
347344	A_33_P3372288
347344	
101928307	
101928307	A_33_P3399480
146779	A_32_P515971
146779	
150135	A_33_P3239467
51807	
51807	A_24_P160104
101928555	
85019	
85019	A_33_P3282597
85019	A_23_P89824
81577	A_23_P3574
81577	
593	A_33_P3302305
593	
593	A_33_P3236628
6039	A_23_P3014
200298	A_33_P3312985
54700	
55559	A_23_P416034
55559	
6890	
64232	A_23_P104972
64232	
9771	A_33_P3221618
9771	A_23_P215505
9771	
64386	A_33_P3262124
64386	A_23_P376557
64386	
64855	A_33_P3226167
64855	
55224	A_33_P3351554
55224	
101927862	
554282	A_32_P151800
554282	A_33_P3242952
554282	
554282	A_33_P3333187
728833	A_32_P151800
728833	A_33_P3242952
728833	
728833	A_33_P3333187
729533	A_32_P151800
729533	A_33_P3242952
729533	
729533	A_33_P3333187
10105	
10105	A_23_P202104
9064	
9064	A_33_P3404418
131375	A_23_P121144
399473	A_33_P3401981
399473	A_33_P3401980
10550	A_24_P257348
10550	
2896	A_33_P3286278
2896	
29894	A_23_P169112
29894	
3037	A_23_P10206
2052	
2052	A_23_P34537
6192	
100113407	A_32_P178966
100113407	A_33_P3352278
79872	A_23_P146004
79872	
606553	A_33_P3381996
30010	A_23_P111604
30010	
440335	A_24_P229884
125997	A_23_P378450
8128	A_24_P664850
8128	
4714	A_24_P346886
4714	A_33_P3384721
4714	
1069	A_23_P73493
90799	A_24_P324814
90799	A_23_P307400
90799	
2016	A_33_P3343715
2016	A_23_P315122
2016	
1820	
1820	A_33_P3272921
1973	
1973	A_23_P137103
100133461	A_33_P3255459
23125	A_23_P365189
23125	
921	A_33_P3298990
921	
51340	A_24_P40229
100134229	A_32_P54503
728591	A_19_P00806816
728591	A_33_P3296119
728591	A_19_P00318704
728591	
147372	A_23_P55544
147372	
139170	A_24_P203134
10484	A_23_P140170
10484	
403341	A_32_P194779
139760	A_23_P21425
653308	
9021	A_23_P207058
9021	
285513	A_24_P76649
118430	A_23_P150979
118430	
6189	A_32_P208178
6189	A_23_P144497
6189	A_32_P58074
6189	
5269	A_33_P3303136
641339	A_24_P92558
641339	
4668	A_24_P408457
4668	A_33_P3349444
54826	A_33_P3334535
54826	A_33_P3382910
54826	
4705	A_33_P3416221
4705	A_33_P3351914
4705	
3833	
389541	A_33_P3326772
389541	
7343	A_24_P349616
7343	
59307	A_23_P84344
59307	A_33_P3259705
59307	
128497	A_33_P3390202
101928203	
1549	A_23_P27528
1549	
105376064	
105379447	
7436	A_33_P3284925
7436	A_23_P43476
7436	
100507091	
1452	A_24_P183292
1452	
13	A_23_P80570
13	
151903	A_23_P372334
151903	
81571	A_19_P00327277
81571	A_23_P216935
8688	
79007	A_23_P26439
79007	
645030	A_33_P3270267
645030	
81555	A_24_P328969
81555	A_23_P18806
81555	
1511	A_23_P140384
81576	
81576	A_23_P101461
157848	A_33_P3421275
26998	
26998	A_23_P144126
55552	A_23_P39050
55552	
104797536	
514	A_23_P252322
514	A_33_P3279765
151516	A_23_P417383
55108	A_23_P11705
55108	A_33_P3365870
55108	A_33_P3365864
55108	
2011	A_24_P914495
2011	A_33_P3232993
2011	
102724190	
401442	A_33_P3342797
8645	A_23_P319423
11035	A_23_P14559
11035	A_33_P3303291
3109	A_32_P351968
1907	A_23_P312150
57192	A_23_P27571
57192	
387978	A_33_P3323413
387978	A_33_P3366301
387978	
101928530	
100131801	A_23_P391689
100131801	
339766	
339766	A_33_P3357759
339766	A_33_P3233304
339766	A_32_P427222
26053	A_33_P3330211
26053	A_23_P122906
26053	A_33_P3330209
26053	
341	A_24_P109214
341	
958	A_33_P3245439
958	A_23_P57036
83862	A_23_P259632
83862	
105369364	
6134	A_24_P754803
6134	
6134	A_24_P6305
3440	A_23_P250251
326	A_23_P68740
163081	
163081	A_33_P3343750
163081	A_23_P354894
283731	A_33_P3718679
348645	
348645	A_33_P3380793
348645	A_33_P3212799
644444	
644444	A_33_P3225357
254863	A_23_P3994
730	A_23_P213857
730	
79083	
79083	A_33_P3414157
1581	A_23_P146198
58489	
58489	A_23_P369701
105379627	
388730	A_23_P46690
10681	A_23_P205778
10681	A_23_P163209
10681	
221178	A_33_P3298105
221178	A_23_P390116
221178	A_24_P13475
221178	A_33_P3298111
245929	A_33_P3328352
100874200	A_33_P3405680
100874200	
23176	A_23_P144807
23176	A_33_P3240115
23176	A_23_P415827
23176	
100507050	A_33_P3423220
101927780	
10100	A_24_P62659
10100	
53345	
53345	A_23_P142403
105370424	
3739	A_24_P150023
3739	
777	
777	A_33_P3228612
283726	
283726	A_24_P247026
3726	A_24_P241815
619343	A_32_P930375
619343	
7366	A_23_P58407
284723	A_33_P3227904
284723	
4058	A_33_P3371663
4058	A_33_P3278826
4058	
317662	A_33_P3422679
317662	A_24_P49298
317662	
152015	
100506060	A_32_P116323
100506060	
100507500	A_32_P133395
1889	A_24_P396375
1889	A_24_P154080
1889	
100505540	
11185	A_33_P3248394
11185	A_33_P3326822
11185	A_33_P3347291
6482	A_23_P31896
6482	
59350	A_23_P433050
59350	
10578	A_23_P209954
10578	A_33_P3353921
3105	
6586	A_23_P58588
6586	
100996419	
26577	
26577	A_23_P57709
2903	A_33_P3334895
2903	A_24_P381844
2903	A_32_P169114
2903	
2903	A_33_P3318627
10331	
10331	A_23_P78980
51128	A_23_P92842
51128	
4646	A_33_P3539345
4646	
136227	
101929475	A_19_P00321617
84306	
24144	A_33_P3361027
24144	
91582	A_24_P740705
91582	
80262	
80262	A_23_P206382
10771	
10771	A_23_P75083
50858	A_24_P323131
100101116	A_24_P323131
58986	A_23_P140907
58986	
123099	A_33_P3290174
123099	
9392	A_33_P3226039
9392	A_23_P120146
6450	A_33_P3327822
6450	
8674	A_24_P942030
8674	A_23_P61569
8674	A_33_P3409904
81888	A_23_P200976
81888	
100505783	
23108	A_33_P3333146
23108	A_23_P412214
23108	
129831	A_23_P142994
129831	
129831	A_19_P00320060
9792	A_24_P294124
9792	
57611	A_33_P3372600
57611	
57611	A_33_P3418091
57611	A_32_P379467
57578	
160065	A_23_P347525
160065	
51025	
7621	A_24_P941625
645355	
645355	A_33_P3246063
8178	A_23_P16538
8178	A_33_P3406505
8178	
10171	A_33_P3228300
10171	A_33_P3228295
10171	
586	A_24_P935986
586	
81027	A_24_P228550
55340	A_23_P42588
55340	
57732	A_32_P104746
57732	
57732	A_33_P3277579
101928674	
101929445	
2308	A_24_P22079
2308	
375775	A_33_P3666884
375775	A_33_P3338047
375775	
152756	A_33_P3348204
152756	A_32_P193583
378938	A_19_P00324839
378938	A_19_P00805006
378938	A_19_P00325158
378938	A_24_P873659
378938	A_19_P00809614
378938	
1179	A_23_P51217
5597	
5597	A_24_P333663
5597	A_23_P3204
222643	A_33_P3374299
222643	A_23_P428298
391712	A_33_P3383724
391712	A_33_P3354424
642394	A_32_P29954
642394	
84109	A_23_P92467
84109	
219464	A_23_P87104
9513	
54776	A_33_P3521643
54776	
257062	A_23_P340822
257062	A_33_P3335257
7204	
7204	A_33_P3415500
7204	A_23_P425880
727924	A_33_P3414027
727924	A_23_P88643
120146	A_24_P213120
120146	A_24_P281636
132299	A_23_P121702
132299	
51260	A_23_P125837
440248	
440248	A_23_P346048
10111	
23779	A_33_P3489675
23779	A_33_P3265855
23779	
285766	A_33_P3773200
2271	A_23_P34733
2271	
65249	A_33_P3233150
65249	
3157	A_24_P63522
3157	
101928147	
102723451	
252953	A_24_P186114
100101115	A_24_P186114
63917	
63917	A_23_P8416
26230	A_24_P303454
26230	A_19_P00322325
26230	A_33_P3282374
26230	A_19_P00321110
26230	
131616	A_23_P29836
3283	
84126	
84126	A_24_P371425
338645	
338645	A_33_P3228617
338645	A_24_P649282
1236	A_23_P343398
1236	
54065	A_24_P6030
54065	A_24_P74487
102723553	A_24_P6030
102723553	A_24_P74487
57418	A_33_P3411925
57418	
255488	A_24_P406060
255488	
11157	A_23_P259451
11157	
219736	A_23_P344481
219736	A_33_P3230011
222229	A_23_P360874
222229	
404201	A_32_P116271
404201	A_33_P3399733
26064	A_23_P92727
26064	
8624	A_23_P68717
51332	A_23_P152082
283197	A_32_P163805
100507140	
140609	A_23_P353574
140609	
140609	A_33_P3318475
140679	A_23_P307382
1815	
4123	
8985	A_23_P168788
8985	
101559451	
285955	A_24_P178396
285955	A_32_P163458
285955	A_23_P425967
285955	A_32_P216734
91355	A_33_P3326545
91355	A_33_P3714482
91355	
163688	
5740	A_24_P48723
5740	
252884	A_23_P392429
252884	A_24_P393565
252884	
51441	
51441	A_23_P103414
51441	A_33_P3346841
352954	A_24_P281580
352954	A_23_P327777
352954	
7936	
10938	
57513	A_23_P44363
57513	
4210	A_23_P140967
4210	
25774	A_23_P29163
25774	A_33_P3213265
84861	A_24_P117323
84861	
1810	
343171	A_24_P333993
118421	A_23_P377839
953	A_33_P3218975
953	A_33_P3262580
4121	A_33_P3303414
25893	
55172	A_23_P14493
55172	A_33_P3379801
1030	A_23_P216812
1030	
387742	
342898	A_24_P39928
3627	A_24_P303091
3627	A_33_P3343175
100507303	
79799	
121260	A_24_P13311
121260	A_33_P3406449
121260	
121260	A_33_P3270315
79582	A_23_P67785
79582	A_33_P3346966
79582	
255193	
3248	A_24_P71904
3248	
