EntrezGene ID	Affy HG U133-PLUS-2 probeset
64857	1558407_at
64857	233986_s_at
64857	
342667	228888_at
56141	
56141	223435_s_at
56141	210674_s_at
56141	224212_s_at
378	201097_s_at
378	201096_s_at
378	
23035	214944_at
23035	213407_at
23035	
8346	208523_x_at
51633	222825_at
51633	
7046	
7046	206943_at
7046	224793_s_at
579	207031_at
146547	1552555_at
146547	
113452	225536_at
85369	225226_at
85369	
22893	203051_at
22893	
8663	200647_x_at
8663	215230_x_at
8663	210949_s_at
8663	
8663	236700_at
404216	236855_at
353324	237807_at
162387	1552432_at
2771	201040_at
2771	
6263	206306_at
6263	
57326	212259_s_at
57326	207838_x_at
57326	214177_s_at
57326	
284532	
64080	57540_at
64080	219222_at
64080	
100131366	1556505_at
4547	
4547	205675_at
101928340	
101928782	
55706	234672_s_at
55706	218073_s_at
55706	
51300	223004_s_at
51300	
121268	1553713_a_at
121268	1570253_a_at
121268	
79828	220007_at
79828	232533_at
79828	1554667_s_at
79828	
26503	223441_at
26503	221041_s_at
26503	
55811	217305_s_at
55811	214547_at
55811	
57176	226200_at
57176	203577_at
57176	
101928201	1562973_at
4647	33197_at
4647	211104_s_at
4647	208189_s_at
4647	211103_at
4647	
90874	1553702_at
90874	227080_at
65989	220262_s_at
1385	204312_x_at
1385	204314_s_at
1385	214513_s_at
1385	204313_s_at
1385	225572_at
1385	225565_at
1385	237289_at
1385	
374918	239430_at
8755	
2058	200841_s_at
2058	200842_s_at
2058	200843_s_at
2058	
8237	208723_at
8237	
100873986	
5546	
5546	208938_at
148156	227810_at
148156	
105378898	
115825	1560112_at
115825	227490_at
115825	231345_s_at
115825	228159_at
115825	243514_at
255725	
202	212543_at
202	
4356	206186_at
4356	
643160	242902_at
643160	
101928386	1560538_at
337977	
51517	218697_at
51517	
8322	218665_at
8322	224337_s_at
6397	
6397	202082_s_at
6397	202084_s_at
6397	202083_s_at
101927635	
339834	1564600_a_at
339834	1554909_at
339834	1569690_at
339834	
654433	227474_at
654433	
654433	228425_at
654433	244524_at
90693	228087_at
90693	228061_at
90693	
102723883	
10615	203145_at
10615	
29957	204342_at
29957	1569121_at
64327	242035_at
64327	
64327	224036_s_at
64327	224410_s_at
64327	238598_s_at
64327	222505_at
64327	236357_at
64327	222506_at
125950	223425_at
125950	
348938	
348938	230188_at
875	1553972_a_at
875	212816_s_at
875	
11129	204978_at
11129	
388021	
6228	200926_at
6228	227722_at
6228	
153443	241734_at
153443	
337978	
124093	236745_at
124093	
23555	218693_at
23555	
51706	202263_at
51706	1560043_at
51706	
56898	218285_s_at
56898	
5996	216834_at
5996	202988_s_at
5996	
28512	225930_at
28512	
2976	204366_s_at
2976	210620_s_at
2976	212429_s_at
2976	
100885780	
9672	202898_at
9672	1554864_a_at
9672	
523	201971_s_at
523	201972_at
523	
794	205428_s_at
794	
51134	
51134	219644_at
51134	239282_at
100359394	1562916_at
10919	202326_at
10919	207484_s_at
10919	
4591	1554001_at
4591	213009_s_at
4591	
6774	208992_s_at
6774	225289_at
6774	208991_at
6774	
6774	243213_at
7582	1562743_at
7582	1558586_at
7582	
7582	215022_x_at
5260	207312_at
5260	
25806	220443_s_at
23464	36475_at
23464	205164_at
23464	
5354	
5354	210198_s_at
9687	
9687	205862_at
9687	210855_at
9687	210562_at
101928280	1561612_at
3626	207687_at
10866	
8702	210540_s_at
8702	212876_at
8702	
101927768	1559620_at
101927768	
11247	221967_at
100861547	1569983_at
27160	224245_at
686	214117_s_at
686	244215_at
686	204167_at
686	
686	214116_at
100170765	231632_at
5731	207650_x_at
5731	214391_x_at
9633	219786_at
9633	
9633	241466_at
57862	
57862	209944_at
57862	202010_s_at
84002	1554835_a_at
84002	225612_s_at
84002	
84002	1556134_a_at
8402	209003_at
8402	207088_s_at
389023	
389023	236351_at
101929390	
25855	215631_s_at
25855	
9985	218599_at
9985	
220382	231430_at
220382	231128_at
388572	
26020	227252_at
26020	231861_at
26020	201412_at
26020	
11040	204269_at
11040	
79074	243093_at
79074	226951_at
79074	219662_at
56138	
56138	223435_s_at
56138	210674_s_at
56138	224212_s_at
1235	206983_at
6249	210716_s_at
6249	1558924_s_at
6249	201975_at
6249	242287_at
6249	1557512_at
6249	
6249	240444_x_at
440602	1561335_at
3483	215712_s_at
3483	
6597	213720_s_at
6597	212520_s_at
6597	215714_s_at
6597	214728_x_at
6597	208793_x_at
6597	208794_s_at
6597	1569073_x_at
6597	
11079	202296_s_at
11079	202297_s_at
11079	213296_at
11079	
6368	210549_s_at
6368	210548_at
101927324	
158800	1552724_at
391189	
11030	209488_s_at
11030	207836_s_at
11030	231961_at
11030	209487_at
11030	207837_at
11030	1557223_at
11030	
100859930	226146_at
7871	
7871	225243_s_at
7871	222924_at
7871	224149_x_at
7871	1562095_at
340508	
7957	
7957	210870_s_at
7957	205231_s_at
159296	1553808_a_at
729678	1556180_at
23111	212526_at
23111	236600_at
23111	
23111	216965_x_at
23203	212088_at
23203	
101928442	
8813	202673_at
8813	
55231	219887_at
2926	201501_s_at
2926	215030_at
2926	201520_s_at
64976	203152_at
126068	
126068	1553193_at
126068	1553192_at
119765	
114804	226433_at
114804	
114804	1569775_at
84223	221185_s_at
84223	229161_at
84223	
339568	1562829_at
158809	1552858_at
2895	221364_at
2895	
283575	
90586	
90586	216601_at
1027	209112_at
1027	
10950	205548_s_at
10950	213134_x_at
10950	
10847	
10847	1552630_a_at
10847	212275_s_at
10847	1569138_a_at
10847	215053_at
6407	216030_s_at
7306	
7306	205694_at
56751	224092_at
56751	
122706	
401097	236738_at
105375166	
101927449	1563073_at
1982	200004_at
1982	217607_x_at
1982	
1982	1557964_at
101929718	234573_at
9973	203522_at
9973	
4223	206201_s_at
23091	227536_at
23091	212402_at
23091	209851_at
23091	
102723383	
28988	222429_at
28988	
143496	
26659	
26659	208285_at
7367	207245_at
85366	231792_at
90204	223607_x_at
6195	
6195	203379_at
768239	1564333_a_at
80351	222562_s_at
80351	222563_s_at
80351	218228_s_at
3802	210890_x_at
3802	208179_x_at
400655	1561514_at
400655	1569264_at
400655	
84957	227060_at
84957	
6943	229529_at
6943	1559277_at
6943	204931_at
343071	217273_at
7087	206906_at
7087	
8365	232035_at
8365	208180_s_at
2670	
2670	203540_at
2670	229259_at
79949	
79949	219857_at
79949	1554190_s_at
151449	214238_at
84528	236920_at
26049	213954_at
26049	235048_at
26049	241265_x_at
26049	
340811	
102723532	
105369274	
50944	220563_s_at
50944	
5555	
26664	216690_at
5923	210550_s_at
5923	214905_at
5923	
5923	215688_at
342892	
342892	244640_at
5047	206859_s_at
5047	
100132074	239657_x_at
8975	205356_at
8975	227788_at
8975	226902_at
8975	
104909134	
5078	207867_at
5078	211176_s_at
374872	
112574	1552828_at
112574	226683_at
440574	
440574	228096_at
440574	224867_at
8973	207568_at
8973	
22909	239289_x_at
22909	203678_at
1358	206212_at
1358	
401577	
401577	232172_at
84913	228890_at
84913	1558706_a_at
84913	1558705_at
84913	
23647	202109_at
23647	
2828	206236_at
2828	211266_s_at
2828	
339803	227941_at
339803	227940_at
100874222	
5617	205445_at
3371	201645_at
3371	
3371	216005_at
3371	237169_at
9024	223715_at
9024	215010_s_at
9024	
10095	
10095	201954_at
100506035	
5283	
5283	209625_at
2788	206896_s_at
2788	232043_at
2788	228831_s_at
2788	
3108	
267002	238004_at
100506071	1560038_at
100506071	
143503	229768_at
143503	
80775	218897_at
80775	
83901	233631_x_at
89778	
89778	1552463_at
254225	226739_at
254225	
10146	
10146	201503_at
10146	242422_at
10146	225007_at
10146	244396_at
10146	201514_s_at
1192	
79003	
79003	221559_s_at
991	202870_s_at
991	
5921	
5921	238243_at
5921	202677_at
5921	210621_s_at
284801	237670_at
284801	
347344	234111_at
347344	242083_at
347344	1561039_a_at
347344	215901_at
347344	1561038_at
347344	240079_at
101928307	
101928307	1558795_at
101928307	1558796_a_at
146779	1553392_at
146779	
150135	1553918_at
150135	
51807	
51807	220069_at
101928555	1559725_at
85019	
85019	224493_x_at
85019	244495_x_at
81577	221028_s_at
81577	
81577	214076_at
593	202331_at
593	
6039	213566_at
200298	1556072_at
54700	
55559	213334_x_at
55559	207891_s_at
55559	
6890	
64232	220790_s_at
64232	
9771	204681_s_at
9771	204680_s_at
9771	
9771	1561269_at
9771	1563882_a_at
64386	207890_s_at
64386	207289_at
64855	233974_s_at
64855	223019_at
64855	
55224	219268_at
55224	
101927862	
554282	225834_at
554282	
728833	225834_at
728833	
729533	225834_at
729533	
10105	201490_s_at
10105	201489_at
10105	
9064	219278_at
9064	1552631_a_at
9064	229960_at
131375	231306_at
399473	
399473	230046_at
10550	200761_s_at
10550	200760_s_at
10550	
2896	211284_s_at
2896	216041_x_at
2896	200678_x_at
2896	
29894	33132_at
29894	201639_s_at
29894	201638_s_at
29894	
3037	206432_at
3037	230372_at
2052	
2052	202017_at
6192	201909_at
6192	
100113407	235798_at
79872	220018_at
79872	227187_at
79872	
606553	1564315_at
30010	232377_at
30010	
440335	229599_at
125997	1552456_a_at
8128	221285_at
8128	239537_at
8128	
4714	201227_s_at
4714	201226_at
4714	214241_at
4714	
1069	209194_at
90799	225705_at
90799	
90799	223815_at
2016	215264_at
2016	
1820	
1820	205865_at
1820	228008_at
1973	
1973	214805_at
1973	211787_s_at
1973	201530_x_at
100133461	1560911_at
23125	212948_at
23125	
921	230489_at
921	206485_at
921	
51340	219913_s_at
100134229	232579_at
728591	233503_at
728591	233298_at
728591	233297_s_at
728591	234085_at
728591	
728591	1570153_at
147372	229641_at
147372	242324_x_at
147372	243805_at
147372	
139170	238205_at
10484	204344_s_at
10484	212887_at
10484	
403341	227111_at
139760	
653308	229793_at
653308	231791_at
653308	
9021	206360_s_at
9021	227697_at
9021	206359_at
285513	238378_at
285513	232687_at
285513	1556697_at
285513	1556698_a_at
285513	240173_at
118430	1553602_at
118430	
6189	201257_x_at
6189	212391_x_at
6189	200099_s_at
6189	
5269	211474_s_at
641339	215309_at
641339	1554465_s_at
641339	
4668	202944_at
4668	1555041_a_at
4668	202943_s_at
54826	1554345_a_at
54826	219467_at
54826	
4705	
4705	227206_at
4705	217860_at
4705	1555548_at
4705	1554719_at
3833	
389541	224890_s_at
389541	
7343	214881_s_at
7343	225982_at
7343	1558215_s_at
7343	202692_s_at
7343	
59307	218921_at
59307	52940_at
59307	
128497	1553752_at
101928203	
1549	1494_f_at
1549	211295_x_at
1549	214320_x_at
1549	
105376064	222096_x_at
105379447	222096_x_at
7436	209822_s_at
7436	
100507091	
1452	213860_x_at
1452	208866_at
1452	206562_s_at
1452	213086_s_at
1452	208865_at
1452	208867_s_at
1452	1556006_s_at
1452	
13	205969_at
13	
151903	226011_at
151903	
81571	221422_s_at
81571	223522_at
8688	
79007	222234_s_at
79007	
645030	
81555	224949_at
81555	224934_at
81555	221423_s_at
81555	224953_at
81555	
1511	205653_at
81576	
81576	208094_s_at
157848	1552885_a_at
157848	1552884_at
26998	
26998	210521_s_at
55552	229732_at
55552	
104797536	
514	217801_at
514	230535_s_at
151516	235514_at
151516	1557727_at
55108	222200_s_at
55108	218004_at
55108	
2011	203942_s_at
2011	211082_x_at
2011	
102724190	
401442	1568827_at
8645	240175_at
8645	219615_s_at
11035	228139_at
11035	
3109	203932_at
1907	206758_at
57192	219952_s_at
57192	
387978	
387978	243061_at
101928530	
100131801	226006_at
100131801	
339766	
339766	1556167_at
339766	1556168_s_at
26053	212599_at
26053	243365_s_at
26053	243364_at
26053	
341	204416_x_at
341	
958	205153_s_at
958	35150_at
958	215346_at
958	222292_at
83862	223482_at
83862	
105369364	
6134	200725_x_at
6134	221989_at
6134	
6134	200724_at
3440	211338_at
326	208090_s_at
163081	238315_s_at
163081	242429_at
163081	235648_at
163081	238316_at
283731	1560723_at
348645	1570065_at
348645	
644444	
254863	227063_at
730	202992_at
730	
730	235979_at
79083	
79083	218211_s_at
1581	207406_at
58489	
58489	225436_at
105379627	
105379627	241449_at
388730	
10681	211871_x_at
10681	1561019_at
10681	221320_at
10681	204000_at
10681	236491_at
10681	207124_s_at
10681	242404_at
10681	
10681	1554346_at
221178	1557470_at
221178	225564_at
221178	
245929	
100874200	
23176	226627_at
23176	
23176	208999_at
23176	209000_s_at
100507050	237393_at
101927780	
10100	214606_at
10100	227236_at
10100	227233_at
53345	234092_s_at
53345	233403_x_at
53345	
105370424	1560482_at
3739	207248_at
3739	
777	
777	236013_at
777	208432_s_at
777	238747_at
777	242410_s_at
283726	
283726	1556158_at
3726	201473_at
619343	1554978_at
619343	
619343	1557679_at
7366	207392_x_at
7366	207245_at
284723	1559977_a_at
284723	232245_at
284723	
4058	217184_s_at
4058	207106_s_at
317662	213458_at
317662	213463_s_at
317662	213896_x_at
317662	238859_at
152015	220425_x_at
152015	233203_at
152015	
100506060	
100506060	244766_at
100507500	
1889	201749_at
1889	201750_s_at
1889	
100505540	231485_at
11185	
11185	224061_at
6482	225033_at
6482	225034_at
6482	208322_s_at
6482	
59350	1552715_a_at
59350	231804_at
59350	
59350	238206_at
10578	37145_at
10578	205495_s_at
10578	
3105	
6586	203813_s_at
6586	203812_at
6586	
6586	216216_at
100996419	1559534_at
100996419	1559535_s_at
26577	219295_s_at
26577	
2903	242286_at
2903	206534_at
2903	231384_at
2903	
10331	204856_at
10331	
51128	1554482_a_at
51128	218254_s_at
51128	226742_at
51128	230397_at
51128	223512_at
51128	
4646	203216_s_at
4646	210480_s_at
4646	203215_s_at
4646	
136227	233894_x_at
136227	229080_at
101929475	244864_at
84306	224467_s_at
84306	
24144	202750_s_at
24144	202751_at
24144	
91582	225148_at
91582	
80262	
80262	223440_at
80262	220601_at
10771	
10771	1554158_at
10771	1554159_a_at
10771	202137_s_at
10771	202136_at
50858	216673_at
100101116	216673_at
58986	222718_at
58986	221882_s_at
58986	
123099	236496_at
123099	
9392	205210_at
9392	225653_at
9392	221235_s_at
6450	204979_s_at
6450	
8674	207350_s_at
8674	213480_at
8674	211760_s_at
81888	223769_x_at
81888	223622_s_at
81888	221435_x_at
81888	
100505783	1558906_a_at
23108	
23108	213280_at
129831	228578_at
129831	
9792	202656_s_at
9792	202657_s_at
9792	
57611	
57611	232208_at
57578	
160065	231279_at
160065	243468_at
51025	
7621	243816_at
7621	1554578_at
645355	233610_at
645355	
8178	204095_s_at
8178	204096_s_at
8178	1565254_s_at
8178	
10171	222666_s_at
10171	218544_s_at
10171	
10171	233981_at
586	225285_at
586	226517_at
586	214452_at
586	214390_s_at
586	
81027	208601_s_at
81027	230690_at
55340	218805_at
55340	64064_at
55340	215352_at
55340	
57732	232408_at
57732	1569383_s_at
57732	1569369_at
57732	
101928674	
101929445	
2308	202724_s_at
2308	202723_s_at
2308	
375775	228383_at
375775	236135_at
375775	
152756	1553710_at
152756	1553711_a_at
378938	224559_at
378938	224567_x_at
378938	1558678_s_at
378938	226675_s_at
378938	224558_s_at
378938	224568_x_at
378938	223940_x_at
378938	
1179	210107_at
5597	
5597	207121_s_at
5597	243831_at
222643	
222643	231008_at
391712	240342_at
391712	
642394	1561127_at
642394	
84109	1555533_at
84109	
219464	
9513	203172_at
9513	35265_at
9513	
54776	223152_at
54776	
54776	234286_at
257062	237020_at
7204	
7204	209010_s_at
7204	209013_x_at
7204	209011_at
7204	208178_x_at
7204	209012_at
7204	231403_at
7204	216697_at
727924	1564856_s_at
727924	1560734_at
727924	1560735_s_at
120146	
132299	225314_at
132299	
51260	223294_at
51260	224177_s_at
440248	
440248	217317_s_at
10111	
10111	238656_at
10111	208393_s_at
10111	209349_at
23779	205980_s_at
23779	37117_at
23779	232567_at
23779	1555162_at
23779	
285766	1564253_at
2271	203033_x_at
2271	214170_x_at
2271	203032_s_at
2271	
65249	
3157	221750_at
3157	205822_s_at
3157	
101928147	
102723451	
252953	
100101115	
63917	
63917	219013_at
26230	222942_s_at
26230	
26230	227866_at
131616	226361_at
3283	
3283	204515_at
3283	241111_at
84126	
84126	1552937_s_at
338645	
338645	215323_at
1236	206337_at
1236	
54065	228239_at
54065	
54065	1554432_x_at
54065	1554430_at
102723553	228239_at
102723553	
102723553	1554432_x_at
102723553	1554430_at
57418	209461_x_at
57418	
255488	228153_at
255488	239704_at
255488	235549_at
11157	205036_at
11157	
219736	1553202_at
219736	229378_at
222229	225680_at
222229	
404201	1562953_s_at
404201	241401_at
404201	238081_at
26064	202052_s_at
26064	
8624	203405_at
51332	220067_at
283197	1554765_a_at
283197	1554764_a_at
283197	
100507140	1568812_at
140609	212530_at
140609	
140679	240532_at
1815	
4123	238230_x_at
4123	
4123	203668_at
8985	202185_at
8985	
101559451	242754_at
285955	232964_at
91355	214873_at
91355	
163688	1552402_at
163688	
5740	208131_s_at
5740	210702_s_at
5740	211892_s_at
252884	1552825_at
252884	1554231_a_at
252884	1555166_a_at
252884	1554985_at
252884	1570030_at
51441	222430_s_at
51441	217812_at
51441	
352954	227321_at
352954	
7936	
10938	209039_x_at
10938	209037_s_at
10938	222221_x_at
10938	208112_x_at
10938	209038_s_at
10938	
57513	221846_s_at
57513	61297_at
57513	
4210	
25774	207215_at
25774	
84861	221837_at
84861	221838_at
84861	49329_at
84861	
1810	1558237_x_at
1810	209187_at
1810	207654_x_at
1810	235585_at
1810	209188_x_at
1810	1558236_at
1810	216652_s_at
1810	216653_at
343171	241881_at
118421	1554405_a_at
118421	1552466_x_at
953	209473_at
953	
4121	221760_at
4121	208116_s_at
25893	215047_at
55172	219166_at
1030	236313_at
1030	207530_s_at
1030	
387742	
342898	229995_at
3627	204533_at
100507303	228049_x_at
79799	
121260	225043_at
121260	225057_at
121260	
79582	240898_at
79582	219109_at
79582	1560174_at
79582	
255193	1553871_at
3248	211549_s_at
3248	203914_x_at
3248	203913_s_at
3248	211548_s_at
3248	
100129427	1564459_at
51193	222623_s_at
51193	243740_at
51193	215825_at
51193	218413_s_at
51193	222624_s_at
51193	
92305	225587_at
92305	225588_s_at
92305	
26533	
84684	240841_at
79973	208081_s_at
79973	
51393	219282_s_at
51393	222855_s_at
51393	
24149	231388_at
24149	
24149	203520_s_at
24149	203521_s_at
658	229975_at
658	210523_at
658	242579_at
658	
10630	204879_at
10630	226658_at
10630	221898_at
10630	
79778	1555862_s_at
79778	219332_at
79778	
93432	216666_at
93432	
219484	
5308	207558_s_at
5308	
100288413	
100288413	219987_at
9215	
9215	215543_s_at
9215	204414_at
404770	
2834	231805_at
84832	
2999	210321_at
185	208016_s_at
185	205357_s_at
185	
9124	208690_s_at
9124	
27242	214581_x_at
27242	218856_at
158035	1563728_at
286827	235476_at
286827	227801_at
100506658	
338653	
10518	205008_s_at
10518	205007_s_at
10518	
10179	218379_at
10179	235045_at
10179	
6351	204103_at
196335	
284184	225967_s_at
284184	225966_at
284184	
4067	210754_s_at
4067	202626_s_at
4067	202625_at
4067	
79629	205441_at
79629	
375035	
375035	214838_at
375035	225356_at
91833	
91833	227693_at
91833	1554549_a_at
91833	227541_at
2648	202182_at
2648	
10174	
10174	207788_s_at
10174	209253_at
4632	209888_s_at
4632	
64859	
64859	233085_s_at
64859	222872_x_at
64859	219334_s_at
9150	205035_at
9150	
140680	231905_at
8662	236274_at
8662	211501_s_at
8662	208688_x_at
8662	203462_x_at
8662	
8662	242550_at
23025	227453_at
23025	214817_at
23025	
51246	222986_s_at
51246	
85406	1554451_s_at
85406	223420_at
85406	
441666	1559503_a_at
441666	
64283	1554004_a_at
64283	1554003_at
64283	1560348_at
64283	
64283	232994_s_at
64283	219610_at
3576	202859_x_at
3576	211506_s_at
348021	
3068	216484_x_at
3068	200896_x_at
3068	
2629	210589_s_at
2629	209093_s_at
2629	
1478	204459_at
1478	238821_at
1478	
3776	
3776	210261_at
284307	
284307	232774_x_at
284307	235773_at
104266963	
83546	223719_s_at
83546	
22808	206538_at
22808	225185_at
22808	
104355137	
125058	1558066_s_at
125058	1554701_a_at
125058	222648_at
125058	222116_s_at
125058	228488_at
125058	
101926975	1564083_at
348840	
51205	242270_at
51205	218795_at
51205	
152185	215094_at
152185	234995_at
152185	
440563	
54149	1560633_a_at
54149	220941_s_at
54149	226109_at
54149	
101928924	
286042	1562904_s_at
286042	237630_s_at
286042	
286042	234049_at
390892	217316_at
4659	201602_s_at
4659	201603_at
4659	201604_s_at
4659	
64410	210307_s_at
10073	207438_s_at
10073	
2072	
2072	235215_at
2072	210158_at
101929983	217365_at
11337	200645_at
11337	
23240	209760_at
23240	
9027	210289_at
9027	206963_s_at
6585	208221_s_at
6585	213601_at
6585	
11283	
11283	210576_at
2196	208153_s_at
1016	206280_at
1016	
29916	
29916	220140_s_at
29916	53912_at
22866	206731_at
22866	238832_at
22866	1554607_at
22866	229116_at
22866	
55159	218564_at
55159	
8294	214634_at
3784	
100505835	1559303_at
100505835	243060_at
168400	1555357_at
9570	213180_s_at
9570	213144_at
9570	210009_s_at
9570	
9570	235041_at
9570	239159_at
9570	243880_at
27340	209725_at
27340	
10645	210787_s_at
10645	212252_at
10645	213812_s_at
10645	
26471	209230_s_at
26333	208509_s_at
51458	219554_at
51458	
100820829	228568_at
100820829	
158506	1552967_at
50512	219152_at
3882	207146_at
1307	204345_at
1307	
100506462	1568615_a_at
100506462	
100130015	
6320	211709_s_at
6320	205131_x_at
6320	210783_x_at
6320	
54675	241741_at
54675	225324_at
54675	223978_s_at
54675	
23491	220335_x_at
23491	234008_s_at
23491	
54988	1554514_at
54988	220061_at
54988	89977_at
54988	
350383	
29802	220068_at
54878	227018_at
54878	226343_at
54878	220939_s_at
54878	
3595	206999_at
3595	
51649	223156_at
51649	238728_at
51649	
9360	208995_s_at
9360	208993_s_at
9360	208994_s_at
9360	225902_at
9360	
54952	222800_at
54952	218977_s_at
54952	
283038	
283038	1557591_at
8547	205866_at
8547	
2870	
2870	202849_x_at
2870	202848_s_at
2870	210981_s_at
2870	211543_s_at
285908	235397_at
285908	
643226	
11214	
11214	221718_s_at
11214	224884_at
11214	209534_x_at
11214	208325_s_at
11214	227039_at
11214	222024_s_at
2328	206496_at
2328	40665_at
2328	
4283	203915_at
4803	206814_at
63874	242023_at
63874	218581_at
63874	
5874	
5874	228708_at
5874	207018_s_at
5874	207017_at
79583	219182_at
79583	64900_at
79583	
11179	218645_at
11179	1555193_a_at
11179	215887_at
11179	
11179	1555192_at
285852	1564052_at
285852	1567559_s_at
80255	
80255	225872_at
80255	220123_at
84961	226842_at
84961	239223_s_at
84961	235089_at
84961	232412_at
84961	239224_at
2786	205184_at
2786	1555765_a_at
2786	1566513_a_at
2786	1555867_at
147719	231266_at
100652999	232732_at
26707	
100289678	221876_at
100289678	78495_at
100289678	1569473_s_at
100289678	1556224_a_at
100289678	
766	207504_at
58498	219942_at
58498	
286083	
51006	225037_at
51006	219447_s_at
51006	
100996455	1556639_at
970	
970	206508_at
51759	218116_at
51759	
23101	215112_x_at
23101	
101927653	239584_at
101927653	
4606	206394_at
4606	
727924	
220070	224139_at
54505	212648_at
54505	
116988	
116988	225789_at
116988	231299_at
116988	239026_x_at
730087	
572558	230595_at
574537	207958_at
80273	212434_at
80273	212432_at
9789	243570_at
9789	201239_s_at
9789	201240_s_at
9789	
54913	223415_at
54913	219143_s_at
85236	208579_x_at
100192379	1569670_at
25960	
25960	65718_at
25960	221814_at
30848	215733_x_at
30848	217339_x_at
30848	207337_at
30848	211674_x_at
30848	210546_x_at
101929337	
171483	1555538_s_at
171483	1553461_at
171483	
7705	
7705	200050_at
7705	1554433_a_at
3381	207370_at
3381	236028_at
6094	205806_at
6094	
84545	230027_s_at
84545	230026_at
84545	224332_s_at
4126	203778_at
4126	
100505920	240100_at
220082	1553846_at
220082	1553847_a_at
79707	218754_at
79707	1554082_a_at
79707	1554084_a_at
79707	
317781	1554085_at
317781	214968_at
222642	215449_at
256435	235334_at
256435	1560087_a_at
256435	1560086_at
256435	
256126	237304_at
256126	
101927620	
84883	224461_s_at
84883	228445_at
105372127	237749_at
388595	
101928401	1569486_at
6430	212266_s_at
6430	203380_x_at
6430	210077_s_at
6430	
101059918	
9833	204825_at
9833	
55156	222550_at
55156	218185_s_at
55156	
65992	218159_at
65992	
91461	225380_at
91461	
84775	223680_at
84775	
5929	205169_at
5929	
101928809	1560791_at
4761	1552953_a_at
4761	210271_at
286234	1559559_at
286234	1563868_a_at
8323	203987_at
8323	
5724	211661_x_at
5724	227184_at
5724	206278_at
177	217046_s_at
177	210081_at
5239	1556378_a_at
5239	1556883_a_at
5239	1554560_at
5239	226303_at
5239	208491_s_at
5239	
221458	232695_at
221458	1556232_at
221458	1552538_a_at
221458	1556233_s_at
221458	
221458	1562639_at
84867	236456_at
84867	233471_at
84867	
118471	243669_s_at
81565	
81565	208093_s_at
9290	231745_at
9290	237559_at
55633	216549_s_at
55633	223375_at
53947	219488_at
53947	
778	208377_s_at
778	
9987	209068_at
9987	1554678_s_at
9987	209067_s_at
9987	201993_x_at
9987	212454_x_at
9976	1556209_at
9976	209732_at
9976	
330	
330	210538_s_at
330	230499_at
5031	208373_s_at
116369	237340_at
116369	
84286	
84286	223462_at
101927360	1564595_at
57721	235552_at
57721	236060_at
57721	227601_at
57721	241689_at
57721	
1909	204463_s_at
1909	216235_s_at
1909	204464_s_at
1909	
54463	218510_x_at
54463	218532_s_at
54463	
284106	
4698	201304_at
4698	
4698	215850_s_at
728858	
57139	1556354_s_at
57139	1556355_x_at
57139	228877_at
57139	
51326	
51326	210718_s_at
51326	229028_s_at
51326	232987_at
51326	1554245_x_at
100294341	
100294341	210718_s_at
100294341	229028_s_at
100294341	232987_at
100294341	1554245_x_at
100506084	
100506084	210718_s_at
100506084	229028_s_at
100506084	232987_at
100506084	1554245_x_at
100996709	
100996709	210718_s_at
100996709	229028_s_at
100996709	232987_at
100996709	1554245_x_at
80831	220478_at
3751	207103_at
3751	
84787	1570058_at
84787	224431_s_at
84787	
4014	207720_at
440561	217365_at
64116	222935_x_at
64116	219869_s_at
64116	209266_s_at
64116	209267_s_at
64116	
23480	203484_at
23480	
204010	
200728	1557137_at
10940	
10940	213449_at
8673	202546_at
127703	212791_at
127703	
51373	218982_s_at
93100	
23420	
28964	218030_at
28964	
5151	1552931_a_at
5151	212522_at
5151	212521_s_at
5151	
26259	
26259	231883_at
2020	207060_at
57407	
11070	216267_s_at
11311	209268_at
11311	
100505616	
100505616	228930_at
64754	
64754	218788_s_at
954	230430_at
954	207372_s_at
4613	209757_s_at
4613	211377_x_at
4613	209756_s_at
6311	202622_s_at
6311	
4072	201839_s_at
4072	
1072	236792_at
1072	
1072	1555730_a_at
1072	200021_at
9625	205986_at
9625	
2700	208590_x_at
2700	239572_at
653486	
26095	215172_at
26095	
105369264	215172_at
105369264	
1690	
1690	205229_s_at
1690	1554242_a_at
1690	1554241_at
259215	
7940	
101926890	1569259_at
101926890	
6940	205427_at
6940	
79981	220819_at
79981	
100129940	
10541	201305_x_at
10541	201306_s_at
10541	
284485	237131_at
7978	
9826	202913_at
9826	202914_s_at
9826	
8460	204140_at
8460	
26227	
26227	201397_at
1180	208437_at
1180	
3775	204678_s_at
3775	204679_at
3775	
8277	216370_s_at
8277	214183_s_at
8277	
57459	
84673	224142_s_at
84673	224143_at
100101118	224142_s_at
100101118	224143_at
79921	202371_at
7699	204523_at
7699	
92	
92	228416_at
92	205327_s_at
344752	240420_at
100130348	213740_s_at
100130348	
101928597	
101928597	1569838_at
3950	
3950	207409_at
10522	
23563	221164_x_at
23563	223942_x_at
23563	
55325	218449_at
55325	
51154	235783_at
51154	220688_s_at
51154	
162073	228074_at
162073	227954_at
162073	227792_at
162073	227514_at
162073	1568619_s_at
152405	1553146_at
26031	209627_s_at
26031	209626_s_at
26031	
401164	
7753	204327_s_at
7753	204329_s_at
7753	
3350	221351_at
1029	207039_at
1029	209644_x_at
1029	211156_at
1029	
5911	1556808_at
5911	225585_at
5911	221830_at
5911	1556809_a_at
